,Town,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Date Updated
1782,Ledyard,No,14621.0,8680,59.37,8226,56.26,06/30/2021
1783,Lisbon,No,4220.0,2371,56.18,2235,52.96,06/30/2021
1784,Litchfield,No,8094.0,5440,67.21,5063,62.55,06/30/2021
1785,Lyme,No,2316.0,1888,81.52,1802,77.81,06/30/2021
1786,Madison,No,18030.0,13561,75.21,12766,70.8,06/30/2021
1787,Manchester,Yes,57584.0,34563,60.02,31702,55.05,06/30/2021
1788,Mansfield,No,25487.0,8829,34.64,8307,32.59,06/30/2021
1789,Marlborough,No,6335.0,4203,66.35,3945,62.27,06/30/2021
1790,Meriden,Yes,59395.0,34047,57.32,30551,51.44,06/30/2021
1791,Middlebury,No,7798.0,5318,68.2,4981,63.88,06/30/2021
1792,Middlefield,No,4374.0,2860,65.39,2683,61.34,06/30/2021
1793,Middletown,Yes,46258.0,31034,67.09,28558,61.74,06/30/2021
1794,Milford,Yes,54747.0,35355,64.58,33214,60.67,06/30/2021
1795,Monroe,No,19434.0,12587,64.77,11788,60.66,06/30/2021
1796,Montville,Yes,18508.0,10038,54.24,9424,50.92,06/30/2021
1797,Morris,No,2254.0,1358,60.25,1256,55.72,06/30/2021
1798,Naugatuck,No,31108.0,17261,55.49,15731,50.57,06/30/2021
1799,New Britain,Yes,72495.0,33509,46.22,29992,41.37,06/30/2021
1800,New Canaan,No,20233.0,15093,74.6,13491,66.68,06/30/2021
1801,New Fairfield,No,13878.0,8350,60.17,7712,55.57,06/30/2021
1802,New Hartford,No,6656.0,4203,63.15,3960,59.5,06/30/2021
1803,New Haven,Yes,130250.0,67713,51.99,61340,47.09,06/30/2021
1804,New London,Yes,26858.0,13947,51.93,12578,46.83,06/30/2021
1805,New Milford,No,26805.0,17786,66.35,16370,61.07,06/30/2021
1806,Newington,No,30014.0,20357,67.83,18953,63.15,06/30/2021
1807,Newtown,No,27891.0,18820,67.48,17344,62.18,06/30/2021
1808,Norfolk,No,1630.0,999,61.29,944,57.91,06/30/2021
1809,North Branford,No,14146.0,9651,68.22,9087,64.24,06/30/2021
1810,North Canaan,No,3251.0,1781,54.78,1644,50.57,06/30/2021
1811,North Haven,No,23683.0,17868,75.45,16811,70.98,06/30/2021
1812,North Stonington,No,5196.0,2849,54.83,2710,52.16,06/30/2021
1813,Norwalk,Yes,88816.0,58283,65.62,51889,58.42,06/30/2021
1814,Norwich,Yes,38768.0,20589,53.11,18877,48.69,06/30/2021
1815,Old Lyme,No,7306.0,5340,73.09,5038,68.96,06/30/2021
1816,Old Saybrook,No,10061.0,8165,81.15,7644,75.98,06/30/2021
1817,Orange,Yes,13926.0,9566,68.69,8969,64.4,06/30/2021
1818,Oxford,No,13255.0,8292,62.56,7749,58.46,06/30/2021
1819,Plainfield,Yes,15125.0,7211,47.68,6742,44.58,06/30/2021
1820,Plainville,No,17534.0,10597,60.44,9802,55.9,06/30/2021
1821,Plymouth,No,11598.0,6026,51.96,5601,48.29,06/30/2021
1822,Pomfret,No,4203.0,2518,59.91,2334,55.53,06/30/2021
1823,Portland,No,9267.0,6260,67.55,5864,63.28,06/30/2021
1824,Preston,No,4625.0,2685,58.05,2561,55.37,06/30/2021
1825,Prospect,No,9702.0,5966,61.49,5620,57.93,06/30/2021
1826,Putnam,No,9389.0,4741,50.5,4381,46.66,06/30/2021
1827,Redding,No,9116.0,5809,63.72,5326,58.42,06/30/2021
1828,Resident out of state,,,66592,,54462,,06/30/2021
1829,Ridgefield,No,24959.0,17626,70.62,16234,65.04,06/30/2021
1830,Rocky Hill,No,20115.0,13976,69.48,13089,65.07,06/30/2021
1831,Roxbury,No,2152.0,1603,74.49,1463,67.98,06/30/2021
1832,Salem,No,4083.0,2444,59.86,2322,56.87,06/30/2021
1833,Salisbury,No,3600.0,3153,87.58,2935,81.53,06/30/2021
1834,Scotland,No,1672.0,843,50.42,800,47.85,06/30/2021
1835,Seymour,No,16437.0,9809,59.68,8989,54.69,06/30/2021
1836,Sharon,No,2689.0,1763,65.56,1626,60.47,06/30/2021
1837,Shelton,No,41129.0,26271,63.87,24344,59.19,06/30/2021
1838,Sherman,No,3630.0,2198,60.55,2030,55.92,06/30/2021
1839,Simsbury,No,25395.0,18148,71.46,16987,66.89,06/30/2021
1840,Somers,No,10784.0,6021,55.83,5640,52.3,06/30/2021
1841,South Windsor,No,26162.0,18668,71.36,17431,66.63,06/30/2021
1842,Southbury,No,19571.0,13776,70.39,12865,65.74,06/30/2021
1843,Southington,No,43834.0,28962,66.07,27226,62.11,06/30/2021
1844,Sprague,No,2859.0,1446,50.58,1357,47.46,06/30/2021
1845,Stafford,No,11893.0,6061,50.96,5627,47.31,06/30/2021
1846,Stamford,Yes,129638.0,88372,68.17,77660,59.91,06/30/2021
1847,Sterling,No,3782.0,1524,40.3,1412,37.33,06/30/2021
1848,Stonington,No,18559.0,12338,66.48,11698,63.03,06/30/2021
1849,Stratford,No,51849.0,30090,58.03,27841,53.7,06/30/2021
1850,Suffield,No,15814.0,9708,61.39,8966,56.7,06/30/2021
1851,Thomaston,No,7535.0,4414,58.58,4127,54.77,06/30/2021
1852,Thompson,No,9379.0,3974,42.37,3686,39.3,06/30/2021
1853,Tolland,No,14618.0,9760,66.77,9177,62.78,06/30/2021
1854,Torrington,Yes,34044.0,20071,58.96,18532,54.44,06/30/2021
1855,Trumbull,No,35673.0,25117,70.41,23390,65.57,06/30/2021
1856,Union,No,839.0,486,57.93,459,54.71,06/30/2021
1857,Vernon,Yes,29359.0,18547,63.17,17256,58.78,06/30/2021
1858,Voluntown,No,2510.0,1355,53.98,1280,51.0,06/30/2021
1859,Wallingford,No,44326.0,30048,67.79,28128,63.46,06/30/2021
1860,Warren,No,1395.0,912,65.38,856,61.36,06/30/2021
1861,Washington,No,3428.0,2589,75.53,2374,69.25,06/30/2021
1862,Waterbury,Yes,107568.0,50757,47.19,44755,41.61,06/30/2021
1863,Waterford,Yes,18746.0,12963,69.15,12241,65.3,06/30/2021
1864,Watertown,No,21578.0,13578,62.93,12660,58.67,06/30/2021
1865,West Hartford,Yes,62965.0,47256,75.05,43631,69.29,06/30/2021
1866,West Haven,Yes,54620.0,30733,56.27,28080,51.41,06/30/2021
1867,Westbrook,No,6869.0,4821,70.18,4498,65.48,06/30/2021
1868,Weston,No,10252.0,7404,72.22,6811,66.44,06/30/2021
1869,Westport,No,28491.0,20195,70.88,18548,65.1,06/30/2021
1870,Wethersfield,No,26008.0,18630,71.63,17418,66.97,06/30/2021
1871,Willington,No,5864.0,3254,55.49,3050,52.01,06/30/2021
1872,Wilton,No,18343.0,13620,74.25,12468,67.97,06/30/2021
1873,Winchester,Yes,10604.0,5709,53.84,5263,49.63,06/30/2021
1874,Windham,Yes,24561.0,11891,48.41,11010,44.83,06/30/2021
1875,Windsor,No,28733.0,18878,65.7,17383,60.5,06/30/2021
1876,Windsor Locks,Yes,12854.0,7621,59.29,7054,54.88,06/30/2021
1877,Wolcott,No,16587.0,9934,59.89,9160,55.22,06/30/2021
1878,Woodbridge,No,8750.0,6489,74.16,6110,69.83,06/30/2021
1879,Woodbury,No,9502.0,6277,66.06,5881,61.89,06/30/2021
1880,Woodstock,No,7858.0,4552,57.93,4282,54.49,06/30/2021
1881,Address pending validation,,,16490,,15129,,07/07/2021
1882,Andover,No,3236.0,2029,62.7,1924,59.46,07/07/2021
1883,Ansonia,Yes,18654.0,9585,51.38,8684,46.55,07/07/2021
1884,Ashford,No,4255.0,2510,58.99,2395,56.29,07/07/2021
1885,Avon,No,18276.0,14130,77.31,13159,72.0,07/07/2021
1886,Barkhamsted,No,3606.0,2286,63.39,2175,60.32,07/07/2021
1887,Beacon Falls,No,6222.0,3734,60.01,3431,55.14,07/07/2021
1888,Berlin,No,20436.0,13322,65.19,12611,61.71,07/07/2021
1889,Bethany,No,5548.0,3631,65.45,3435,61.91,07/07/2021
1890,Bethel,No,19800.0,11913,60.17,10947,55.29,07/07/2021
1891,Bethlehem,No,3402.0,2024,59.49,1894,55.67,07/07/2021
1892,Bloomfield,No,21211.0,14013,66.06,12839,60.53,07/07/2021
1893,Bolton,No,4884.0,3202,65.56,3010,61.63,07/07/2021
1894,Bozrah,No,2726.0,1502,55.1,1417,51.98,07/07/2021
1895,Branford,No,27900.0,19708,70.64,18552,66.49,07/07/2021
1896,Bridgeport,Yes,144399.0,68449,47.4,60406,41.83,07/07/2021
1897,Bridgewater,No,1635.0,1186,72.54,1106,67.65,07/07/2021
1898,Bristol,Yes,59947.0,35964,59.99,33078,55.18,07/07/2021
1899,Brookfield,No,16973.0,11401,67.17,10552,62.17,07/07/2021
1900,Brooklyn,No,8272.0,4242,51.28,3951,47.76,07/07/2021
1901,Burlington,No,9704.0,6375,65.69,5998,61.81,07/07/2021
1902,Canaan,No,1053.0,1046,99.34,966,91.74,07/07/2021
1903,Canterbury,No,5079.0,2657,52.31,2491,49.05,07/07/2021
1904,Canton,No,10254.0,6963,67.91,6576,64.13,07/07/2021
1905,Chaplin,No,2239.0,1198,53.51,1123,50.16,07/07/2021
1906,Cheshire,No,28937.0,20697,71.52,19489,67.35,07/07/2021
1907,Chester,No,4213.0,2864,67.98,2707,64.25,07/07/2021
1908,Clinton,No,12925.0,9278,71.78,8693,67.26,07/07/2021
1909,Colchester,No,15809.0,10033,63.46,9388,59.38,07/07/2021
1910,Colebrook,No,1400.0,908,64.86,846,60.43,07/07/2021
1911,Columbia,No,5379.0,3402,63.25,3204,59.56,07/07/2021
1912,Cornwall,No,1362.0,1074,78.85,997,73.2,07/07/2021
1913,Coventry,No,12407.0,7682,61.92,7275,58.64,07/07/2021
1914,Cromwell,No,13839.0,10105,73.02,9460,68.36,07/07/2021
1915,Danbury,Yes,84694.0,51727,61.08,45640,53.89,07/07/2021
1916,Darien,No,21728.0,15936,73.34,14440,66.46,07/07/2021
1917,Deep River,No,4443.0,3152,70.94,2937,66.1,07/07/2021
1918,Derby,Yes,12339.0,8039,65.15,7023,56.92,07/07/2021
1919,Durham,No,7165.0,4900,68.39,4594,64.12,07/07/2021
1920,East Granby,No,5140.0,3444,67.0,3246,63.15,07/07/2021
1921,East Haddam,No,8997.0,5647,62.77,5022,55.82,07/07/2021
1922,East Hampton,No,12800.0,8090,63.2,7613,59.48,07/07/2021
1923,East Hartford,Yes,49872.0,29277,58.7,25991,52.12,07/07/2021
1924,East Haven,Yes,28569.0,16227,56.8,15069,52.75,07/07/2021
1925,East Lyme,No,18462.0,13004,70.44,12282,66.53,07/07/2021
1926,East Windsor,No,11668.0,6648,56.98,6056,51.9,07/07/2021
1927,Eastford,No,1790.0,965,53.91,900,50.28,07/07/2021
1928,Easton,No,7521.0,5151,68.49,4801,63.83,07/07/2021
1929,Ellington,No,16467.0,10284,62.45,9559,58.05,07/07/2021
1930,Enfield,Yes,43659.0,23819,54.56,22108,50.64,07/07/2021
1931,Essex,No,6668.0,5070,76.03,4758,71.36,07/07/2021
1932,Fairfield,No,62045.0,41563,66.99,38543,62.12,07/07/2021
1933,Farmington,No,25497.0,19538,76.63,18211,71.42,07/07/2021
1934,Franklin,No,1920.0,1145,59.64,1084,56.46,07/07/2021
1935,Glastonbury,No,34482.0,25573,74.16,23872,69.23,07/07/2021
1936,Goshen,No,2863.0,1887,65.91,1767,61.72,07/07/2021
1937,Granby,No,11507.0,7519,65.34,7058,61.34,07/07/2021
1938,Greenwich,No,62840.0,42590,67.78,38741,61.65,07/07/2021
1939,Griswold,Yes,11534.0,5746,49.82,5387,46.71,07/07/2021
1940,Groton,Yes,38436.0,20609,53.62,19234,50.04,07/07/2021
1941,Guilford,No,22133.0,16439,74.27,15578,70.38,07/07/2021
1942,Haddam,No,8193.0,5881,71.78,5460,66.64,07/07/2021
1943,Hamden,No,60556.0,36763,60.71,34297,56.64,07/07/2021
1944,Hampton,No,1842.0,1035,56.19,977,53.04,07/07/2021
1945,Hartford,Yes,122105.0,54094,44.3,46616,38.18,07/07/2021
1946,Hartland,No,2120.0,1140,53.77,1073,50.61,07/07/2021
1947,Harwinton,No,5420.0,3374,62.25,3189,58.84,07/07/2021
1948,Hebron,No,9504.0,6244,65.7,5888,61.95,07/07/2021
1949,Kent,No,2777.0,2242,80.73,2037,73.35,07/07/2021
1950,Killingly,Yes,17336.0,8484,48.94,7908,45.62,07/07/2021
1951,Killingworth,No,6364.0,4359,68.49,4114,64.64,07/07/2021
1952,Lebanon,No,7144.0,4314,60.39,4073,57.01,07/07/2021
1953,Ledyard,No,14621.0,8744,59.8,8270,56.56,07/07/2021
1954,Lisbon,No,4220.0,2387,56.56,2246,53.22,07/07/2021
1955,Litchfield,No,8094.0,5452,67.36,5085,62.82,07/07/2021
1956,Lyme,No,2316.0,1888,81.52,1806,77.98,07/07/2021
1957,Madison,No,18030.0,13615,75.51,12827,71.14,07/07/2021
1958,Manchester,Yes,57584.0,34825,60.48,32034,55.63,07/07/2021
1959,Mansfield,No,25487.0,8872,34.81,8356,32.79,07/07/2021
1960,Marlborough,No,6335.0,4217,66.57,3967,62.62,07/07/2021
1961,Meriden,Yes,59395.0,34397,57.91,31017,52.22,07/07/2021
1962,Middlebury,No,7798.0,5341,68.49,5003,64.16,07/07/2021
1963,Middlefield,No,4374.0,2867,65.55,2694,61.59,07/07/2021
1964,Middletown,Yes,46258.0,31173,67.39,28799,62.26,07/07/2021
1965,Milford,Yes,54747.0,35559,64.95,33443,61.09,07/07/2021
1966,Monroe,No,19434.0,12657,65.13,11887,61.17,07/07/2021
1967,Montville,Yes,18508.0,10132,54.74,9505,51.36,07/07/2021
1968,Morris,No,2254.0,1369,60.74,1265,56.12,07/07/2021
1969,Naugatuck,No,31108.0,17394,55.91,15899,51.11,07/07/2021
1970,New Britain,Yes,72495.0,33848,46.69,30497,42.07,07/07/2021
1971,New Canaan,No,20233.0,15158,74.92,13582,67.13,07/07/2021
1972,New Fairfield,No,13878.0,8378,60.37,7766,55.96,07/07/2021
1973,New Hartford,No,6656.0,4228,63.52,3975,59.72,07/07/2021
1974,New Haven,Yes,130250.0,68355,52.48,62245,47.79,07/07/2021
1975,New London,Yes,26858.0,14092,52.47,12768,47.54,07/07/2021
1976,New Milford,No,26805.0,17863,66.64,16481,61.48,07/07/2021
1977,Newington,No,30014.0,20475,68.22,19104,63.65,07/07/2021
1978,Newtown,No,27891.0,18877,67.68,17457,62.59,07/07/2021
1979,Norfolk,No,1630.0,1004,61.6,945,57.98,07/07/2021
1980,North Branford,No,14146.0,9711,68.65,9155,64.72,07/07/2021
1981,North Canaan,No,3251.0,1785,54.91,1649,50.72,07/07/2021
1982,North Haven,No,23683.0,17937,75.74,16915,71.42,07/07/2021
1983,North Stonington,No,5196.0,2867,55.18,2728,52.5,07/07/2021
1984,Norwalk,Yes,88816.0,58810,66.22,52741,59.38,07/07/2021
1985,Norwich,Yes,38768.0,20790,53.63,19089,49.24,07/07/2021
1986,Old Lyme,No,7306.0,5349,73.21,5059,69.24,07/07/2021
1987,Old Saybrook,No,10061.0,8191,81.41,7679,76.32,07/07/2021
1988,Orange,Yes,13926.0,9631,69.16,9025,64.81,07/07/2021
1989,Oxford,No,13255.0,8321,62.78,7798,58.83,07/07/2021
1990,Plainfield,Yes,15125.0,7273,48.09,6810,45.02,07/07/2021
1991,Plainville,No,17534.0,10691,60.97,9890,56.4,07/07/2021
1992,Plymouth,No,11598.0,6050,52.16,5637,48.6,07/07/2021
1993,Pomfret,No,4203.0,2525,60.08,2344,55.77,07/07/2021
1994,Portland,No,9267.0,6291,67.89,5898,63.65,07/07/2021
1995,Preston,No,4625.0,2695,58.27,2564,55.44,07/07/2021
1996,Prospect,No,9702.0,5981,61.65,5663,58.37,07/07/2021
1997,Putnam,No,9389.0,4765,50.75,4425,47.13,07/07/2021
1998,Redding,No,9116.0,5821,63.85,5354,58.73,07/07/2021
1999,Resident out of state,,,67384,,55082,,07/07/2021
2000,Ridgefield,No,24959.0,17687,70.86,16346,65.49,07/07/2021
2001,Rocky Hill,No,20115.0,14042,69.81,13149,65.37,07/07/2021
2002,Roxbury,No,2152.0,1603,74.49,1474,68.49,07/07/2021
2003,Salem,No,4083.0,2453,60.08,2331,57.09,07/07/2021
2004,Salisbury,No,3600.0,3154,87.61,2937,81.58,07/07/2021
2005,Scotland,No,1672.0,847,50.66,808,48.33,07/07/2021
2006,Seymour,No,16437.0,9862,60.0,9080,55.24,07/07/2021
2007,Sharon,No,2689.0,1763,65.56,1634,60.77,07/07/2021
2008,Shelton,No,41129.0,26405,64.2,24565,59.73,07/07/2021
2009,Sherman,No,3630.0,2200,60.61,2041,56.23,07/07/2021
2010,Simsbury,No,25395.0,18232,71.79,17093,67.31,07/07/2021
2011,Somers,No,10784.0,6041,56.02,5673,52.61,07/07/2021
2012,South Windsor,No,26162.0,18728,71.58,17538,67.04,07/07/2021
2013,Southbury,No,19571.0,13839,70.71,12940,66.12,07/07/2021
2014,Southington,No,43834.0,29145,66.49,27442,62.6,07/07/2021
2015,Sprague,No,2859.0,1461,51.1,1368,47.85,07/07/2021
2016,Stafford,No,11893.0,6084,51.16,5654,47.54,07/07/2021
2017,Stamford,Yes,129638.0,89023,68.67,78468,60.53,07/07/2021
2018,Sterling,No,3782.0,1541,40.75,1437,38.0,07/07/2021
2019,Stonington,No,18559.0,12369,66.65,11741,63.26,07/07/2021
2020,Stratford,No,51849.0,30323,58.48,28103,54.2,07/07/2021
2021,Suffield,No,15814.0,9732,61.54,9024,57.06,07/07/2021
2022,Thomaston,No,7535.0,4425,58.73,4145,55.01,07/07/2021
2023,Thompson,No,9379.0,4003,42.68,3726,39.73,07/07/2021
2024,Tolland,No,14618.0,9795,67.01,9213,63.03,07/07/2021
2025,Torrington,Yes,34044.0,20207,59.36,18719,54.98,07/07/2021
2026,Trumbull,No,35673.0,25253,70.79,23553,66.02,07/07/2021
2027,Union,No,839.0,490,58.4,461,54.95,07/07/2021
2028,Vernon,Yes,29359.0,18768,63.93,17500,59.61,07/07/2021
2029,Voluntown,No,2510.0,1370,54.58,1286,51.24,07/07/2021
2030,Wallingford,No,44326.0,30181,68.09,28348,63.95,07/07/2021
2031,Warren,No,1395.0,913,65.45,860,61.65,07/07/2021
2032,Washington,No,3428.0,2592,75.61,2380,69.43,07/07/2021
2033,Waterbury,Yes,107568.0,51431,47.81,45633,42.42,07/07/2021
2034,Waterford,Yes,18746.0,13011,69.41,12303,65.63,07/07/2021
2035,Watertown,No,21578.0,13658,63.3,12752,59.1,07/07/2021
2036,West Hartford,Yes,62965.0,47450,75.36,43946,69.79,07/07/2021
2037,West Haven,Yes,54620.0,31069,56.88,28476,52.13,07/07/2021
2038,Westbrook,No,6869.0,4845,70.53,4517,65.76,07/07/2021
2039,Weston,No,10252.0,7411,72.29,6836,66.68,07/07/2021
2040,Westport,No,28491.0,20316,71.31,18694,65.61,07/07/2021
2041,Wethersfield,No,26008.0,18690,71.86,17527,67.39,07/07/2021
2042,Willington,No,5864.0,3273,55.82,3070,52.35,07/07/2021
2043,Wilton,No,18343.0,13679,74.57,12537,68.35,07/07/2021
2044,Winchester,Yes,10604.0,5755,54.27,5302,50.0,07/07/2021
2045,Windham,Yes,24561.0,12007,48.89,11122,45.28,07/07/2021
2046,Windsor,No,28733.0,19014,66.17,17559,61.11,07/07/2021
2047,Windsor Locks,Yes,12854.0,7660,59.59,7126,55.44,07/07/2021
2048,Wolcott,No,16587.0,9976,60.14,9219,55.58,07/07/2021
2049,Woodbridge,No,8750.0,6510,74.4,6156,70.35,07/07/2021
2050,Woodbury,No,9502.0,6312,66.43,5925,62.36,07/07/2021
2051,Woodstock,No,7858.0,4581,58.3,4305,54.78,07/07/2021
2052,Address pending validation,,,16410,,15083,,07/14/2021
2053,Andover,No,3236.0,2043,63.13,1941,59.98,07/14/2021
2054,Ansonia,Yes,18654.0,9683,51.91,8801,47.18,07/14/2021
2055,Ashford,No,4255.0,2517,59.15,2407,56.57,07/14/2021
2056,Avon,No,18276.0,14193,77.66,13251,72.5,07/14/2021
2057,Barkhamsted,No,3606.0,2300,63.78,2188,60.68,07/14/2021
2058,Beacon Falls,No,6222.0,3758,60.4,3455,55.53,07/14/2021
2059,Berlin,No,20436.0,13392,65.53,12671,62.0,07/14/2021
2060,Bethany,No,5548.0,3651,65.81,3454,62.26,07/14/2021
2061,Bethel,No,19800.0,12076,60.99,11090,56.01,07/14/2021
2062,Bethlehem,No,3402.0,2030,59.67,1903,55.94,07/14/2021
2063,Bloomfield,No,21211.0,14121,66.57,12956,61.08,07/14/2021
2064,Bolton,No,4884.0,3216,65.85,3024,61.92,07/14/2021
2065,Bozrah,No,2726.0,1509,55.36,1428,52.38,07/14/2021
2066,Branford,No,27900.0,19802,70.97,18660,66.88,07/14/2021
2067,Bridgeport,Yes,144399.0,69528,48.15,61441,42.55,07/14/2021
2068,Bridgewater,No,1635.0,1195,73.09,1112,68.01,07/14/2021
2069,Bristol,Yes,59947.0,36255,60.48,33378,55.68,07/14/2021
2070,Brookfield,No,16973.0,11476,67.61,10662,62.82,07/14/2021
2071,Brooklyn,No,8272.0,4285,51.8,3988,48.21,07/14/2021
2072,Burlington,No,9704.0,6411,66.07,6028,62.12,07/14/2021
2073,Canaan,No,1053.0,1049,99.62,971,92.21,07/14/2021
2074,Canterbury,No,5079.0,2671,52.59,2513,49.48,07/14/2021
2075,Canton,No,10254.0,6985,68.12,6602,64.38,07/14/2021
2076,Chaplin,No,2239.0,1209,54.0,1130,50.47,07/14/2021
2077,Cheshire,No,28937.0,20783,71.82,19567,67.62,07/14/2021
2078,Chester,No,4213.0,2877,68.29,2721,64.59,07/14/2021
2079,Clinton,No,12925.0,9315,72.07,8737,67.6,07/14/2021
2080,Colchester,No,15809.0,10097,63.87,9459,59.83,07/14/2021
2081,Colebrook,No,1400.0,914,65.29,852,60.86,07/14/2021
2082,Columbia,No,5379.0,3406,63.32,3225,59.96,07/14/2021
2083,Cornwall,No,1362.0,1077,79.07,1009,74.08,07/14/2021
2084,Coventry,No,12407.0,7724,62.26,7318,58.98,07/14/2021
2085,Cromwell,No,13839.0,10142,73.29,9495,68.61,07/14/2021
2086,Danbury,Yes,84694.0,52763,62.3,46592,55.01,07/14/2021
2087,Darien,No,21728.0,15987,73.58,14537,66.9,07/14/2021
2088,Deep River,No,4443.0,3168,71.3,2950,66.4,07/14/2021
2089,Derby,Yes,12339.0,8223,66.64,7188,58.25,07/14/2021
2090,Durham,No,7165.0,4928,68.78,4616,64.42,07/14/2021
2091,East Granby,No,5140.0,3459,67.3,3253,63.29,07/14/2021
2092,East Haddam,No,8997.0,5681,63.14,5049,56.12,07/14/2021
2093,East Hampton,No,12800.0,8109,63.35,7647,59.74,07/14/2021
2094,East Hartford,Yes,49872.0,29557,59.27,26345,52.83,07/14/2021
2095,East Haven,Yes,28569.0,16364,57.28,15190,53.17,07/14/2021
2096,East Lyme,No,18462.0,13055,70.71,12348,66.88,07/14/2021
2097,East Windsor,No,11668.0,6676,57.22,6098,52.26,07/14/2021
2098,Eastford,No,1790.0,968,54.08,907,50.67,07/14/2021
2099,Easton,No,7521.0,5177,68.83,4827,64.18,07/14/2021
2100,Ellington,No,16467.0,10341,62.8,9608,58.35,07/14/2021
2101,Enfield,Yes,43659.0,23946,54.85,22283,51.04,07/14/2021
2102,Essex,No,6668.0,5096,76.42,4781,71.7,07/14/2021
2103,Fairfield,No,62045.0,41747,67.29,38779,62.5,07/14/2021
2104,Farmington,No,25497.0,19622,76.96,18325,71.87,07/14/2021
2105,Franklin,No,1920.0,1151,59.95,1089,56.72,07/14/2021
2106,Glastonbury,No,34482.0,25660,74.42,23985,69.56,07/14/2021
2107,Goshen,No,2863.0,1896,66.22,1778,62.1,07/14/2021
2108,Granby,No,11507.0,7539,65.52,7092,61.63,07/14/2021
2109,Greenwich,No,62840.0,42820,68.14,39010,62.08,07/14/2021
2110,Griswold,Yes,11534.0,5786,50.16,5432,47.1,07/14/2021
2111,Groton,Yes,38436.0,20747,53.98,19386,50.44,07/14/2021
2112,Guilford,No,22133.0,16515,74.62,15659,70.75,07/14/2021
2113,Haddam,No,8193.0,5903,72.05,5479,66.87,07/14/2021
2114,Hamden,No,60556.0,37025,61.14,34587,57.12,07/14/2021
2115,Hampton,No,1842.0,1043,56.62,980,53.2,07/14/2021
2116,Hartford,Yes,122105.0,54940,44.99,47474,38.88,07/14/2021
2117,Hartland,No,2120.0,1149,54.2,1077,50.8,07/14/2021
2118,Harwinton,No,5420.0,3392,62.58,3213,59.28,07/14/2021
2119,Hebron,No,9504.0,6282,66.1,5928,62.37,07/14/2021
2120,Kent,No,2777.0,2251,81.06,2052,73.89,07/14/2021
2121,Killingly,Yes,17336.0,8568,49.42,7971,45.98,07/14/2021
2122,Killingworth,No,6364.0,4364,68.57,4130,64.9,07/14/2021
2123,Lebanon,No,7144.0,4331,60.62,4094,57.31,07/14/2021
2124,Ledyard,No,14621.0,8781,60.06,8310,56.84,07/14/2021
2125,Lisbon,No,4220.0,2405,56.99,2262,53.6,07/14/2021
2126,Litchfield,No,8094.0,5478,67.68,5108,63.11,07/14/2021
2127,Lyme,No,2316.0,1891,81.65,1811,78.2,07/14/2021
2128,Madison,No,18030.0,13654,75.73,12880,71.44,07/14/2021
2129,Manchester,Yes,57584.0,35087,60.93,32356,56.19,07/14/2021
2130,Mansfield,No,25487.0,8919,34.99,8398,32.95,07/14/2021
2131,Marlborough,No,6335.0,4228,66.74,3989,62.97,07/14/2021
2132,Meriden,Yes,59395.0,34713,58.44,31392,52.85,07/14/2021
2133,Middlebury,No,7798.0,5368,68.84,5032,64.53,07/14/2021
2134,Middlefield,No,4374.0,2875,65.73,2714,62.05,07/14/2021
2135,Middletown,Yes,46258.0,31364,67.8,28987,62.66,07/14/2021
2136,Milford,Yes,54747.0,35716,65.24,33623,61.42,07/14/2021
2137,Monroe,No,19434.0,12739,65.55,11957,61.53,07/14/2021
2138,Montville,Yes,18508.0,10205,55.14,9550,51.6,07/14/2021
2139,Morris,No,2254.0,1383,61.36,1293,57.36,07/14/2021
2140,Naugatuck,No,31108.0,17559,56.45,16065,51.64,07/14/2021
2141,New Britain,Yes,72495.0,34261,47.26,30942,42.68,07/14/2021
2142,New Canaan,No,20233.0,15204,75.14,13668,67.55,07/14/2021
2143,New Fairfield,No,13878.0,8450,60.89,7835,56.46,07/14/2021
2144,New Hartford,No,6656.0,4250,63.85,4003,60.14,07/14/2021
2145,New Haven,Yes,130250.0,69224,53.15,63064,48.42,07/14/2021
2146,New London,Yes,26858.0,14255,53.08,12966,48.28,07/14/2021
2147,New Milford,No,26805.0,18006,67.17,16638,62.07,07/14/2021
2148,Newington,No,30014.0,20591,68.6,19229,64.07,07/14/2021
2149,Newtown,No,27891.0,18986,68.07,17574,63.01,07/14/2021
2150,Norfolk,No,1630.0,1014,62.21,949,58.22,07/14/2021
2151,North Branford,No,14146.0,9748,68.91,9216,65.15,07/14/2021
2152,North Canaan,No,3251.0,1799,55.34,1657,50.97,07/14/2021
2153,North Haven,No,23683.0,18020,76.09,17008,71.82,07/14/2021
2154,North Stonington,No,5196.0,2871,55.25,2742,52.77,07/14/2021
2155,Norwalk,Yes,88816.0,59381,66.86,53350,60.07,07/14/2021
2156,Norwich,Yes,38768.0,20988,54.14,19286,49.75,07/14/2021
2157,Old Lyme,No,7306.0,5374,73.56,5081,69.55,07/14/2021
2158,Old Saybrook,No,10061.0,8212,81.62,7710,76.63,07/14/2021
2159,Orange,Yes,13926.0,9665,69.4,9077,65.18,07/14/2021
2160,Oxford,No,13255.0,8371,63.15,7836,59.12,07/14/2021
2161,Plainfield,Yes,15125.0,7325,48.43,6855,45.32,07/14/2021
