,Town,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Additional Dose 1 Received Count,Additional Dose 1 Received Percent,Date Updated
147,Vernon,Yes,29359.0,21927,74.69,20163,68.68,,,12/01/2021
148,Voluntown,No,2510.0,1642,65.42,1520,60.56,,,12/01/2021
149,Wallingford,No,44326.0,34754,78.41,32000,72.19,,,12/01/2021
150,Warren,No,1395.0,1031,73.91,940,67.38,,,12/01/2021
151,Washington,No,3428.0,2986,87.11,2608,76.08,,,12/01/2021
152,Waterbury,Yes,107568.0,67847,63.07,60453,56.2,,,12/01/2021
153,Waterford,Yes,18746.0,15297,81.6,13979,74.57,,,12/01/2021
154,Watertown,No,21578.0,16093,74.58,14818,68.67,,,12/01/2021
155,West Hartford,Yes,62965.0,55075,87.47,48956,77.75,,,12/01/2021
156,West Haven,Yes,54620.0,37892,69.37,34943,63.97,,,12/01/2021
157,Westbrook,No,6869.0,5602,81.55,5021,73.1,,,12/01/2021
158,Weston,No,10252.0,8828,86.11,7515,73.3,,,12/01/2021
159,Westport,No,28491.0,24208,84.97,20459,71.81,,,12/01/2021
160,Wethersfield,No,26008.0,21623,83.14,19898,76.51,,,12/01/2021
161,Willington,No,5864.0,3782,64.5,3489,59.5,,,12/01/2021
162,Wilton,No,18343.0,15802,86.15,13736,74.88,,,12/01/2021
163,Winchester,Yes,10604.0,6834,64.45,6293,59.35,,,12/01/2021
164,Windham,Yes,24561.0,14899,60.66,13625,55.47,,,12/01/2021
165,Windsor,No,28733.0,22505,78.32,20591,71.66,,,12/01/2021
166,Windsor Locks,Yes,12854.0,8979,69.85,8205,63.83,,,12/01/2021
167,Wolcott,No,16587.0,11660,70.3,10736,64.73,,,12/01/2021
168,Woodbridge,No,8750.0,7626,87.15,6783,77.52,,,12/01/2021
169,Woodbury,No,9502.0,7177,75.53,6646,69.94,,,12/01/2021
170,Woodstock,No,7858.0,5343,67.99,4869,61.96,,,12/01/2021
171,Address pending validation,,,14658,,12810,,,,12/08/2021
172,Andover,No,3236.0,2337,72.22,2182,67.43,,,12/08/2021
173,Ansonia,Yes,18654.0,12167,65.22,11208,60.08,,,12/08/2021
174,Ashford,No,4255.0,2899,68.13,2694,63.31,,,12/08/2021
175,Avon,No,18276.0,16477,90.16,14889,81.47,,,12/08/2021
176,Barkhamsted,No,3606.0,2694,74.71,2495,69.19,,,12/08/2021
177,Beacon Falls,No,6222.0,4325,69.51,4022,64.64,,,12/08/2021
178,Berlin,No,20436.0,15315,74.94,14277,69.86,,,12/08/2021
179,Bethany,No,5548.0,4264,76.86,3935,70.93,,,12/08/2021
180,Bethel,No,19800.0,14530,73.38,12979,65.55,,,12/08/2021
181,Bethlehem,No,3402.0,2336,68.67,2162,63.55,,,12/08/2021
182,Bloomfield,No,21211.0,16812,79.26,15276,72.02,,,12/08/2021
183,Bolton,No,4884.0,3681,75.37,3403,69.68,,,12/08/2021
184,Bozrah,No,2726.0,1748,64.12,1648,60.45,,,12/08/2021
185,Branford,No,27900.0,22362,80.15,20519,73.54,,,12/08/2021
186,Bridgeport,Yes,144399.0,93248,64.58,82709,57.28,,,12/08/2021
187,Bridgewater,No,1635.0,1341,82.02,1216,74.37,,,12/08/2021
188,Bristol,Yes,59947.0,43151,71.98,39740,66.29,,,12/08/2021
189,Brookfield,No,16973.0,13391,78.9,12126,71.44,,,12/08/2021
190,Brooklyn,No,8272.0,5314,64.24,4830,58.39,,,12/08/2021
191,Burlington,No,9704.0,7411,76.37,6813,70.21,,,12/08/2021
192,Canaan,No,1053.0,1257,100.0,1114,100.0,,,12/08/2021
193,Canterbury,No,5079.0,3285,64.68,3049,60.03,,,12/08/2021
194,Canton,No,10254.0,8065,78.65,7379,71.96,,,12/08/2021
195,Chaplin,No,2239.0,1445,64.54,1347,60.16,,,12/08/2021
196,Cheshire,No,28937.0,23812,82.29,21904,75.7,,,12/08/2021
197,Chester,No,4213.0,3199,75.93,2959,70.23,,,12/08/2021
198,Clinton,No,12925.0,10741,83.1,9831,76.06,,,12/08/2021
199,Colchester,No,15809.0,12016,76.01,11087,70.13,,,12/08/2021
200,Colebrook,No,1400.0,1079,77.07,977,69.79,,,12/08/2021
201,Columbia,No,5379.0,3941,73.27,3664,68.12,,,12/08/2021
202,Cornwall,No,1362.0,1208,88.69,1065,78.19,,,12/08/2021
203,Coventry,No,12407.0,9132,73.6,8535,68.79,,,12/08/2021
204,Cromwell,No,13839.0,11694,84.5,10741,77.61,,,12/08/2021
205,Danbury,Yes,84694.0,65302,77.1,56746,67.0,,,12/08/2021
206,Darien,No,21728.0,19190,88.32,16397,75.46,,,12/08/2021
207,Deep River,No,4443.0,3629,81.68,3346,75.31,,,12/08/2021
208,Derby,Yes,12339.0,11428,92.62,9569,77.55,,,12/08/2021
209,Durham,No,7165.0,5616,78.38,5214,72.77,,,12/08/2021
210,East Granby,No,5140.0,3997,77.76,3662,71.25,,,12/08/2021
211,East Haddam,No,8997.0,6453,71.72,5822,64.71,,,12/08/2021
212,East Hampton,No,12800.0,9556,74.66,8756,68.41,,,12/08/2021
213,East Hartford,Yes,49872.0,36715,73.62,33041,66.25,,,12/08/2021
214,East Haven,Yes,28569.0,19349,67.73,17729,62.06,,,12/08/2021
215,East Lyme,No,18462.0,15534,84.14,14067,76.19,,,12/08/2021
216,East Windsor,No,11668.0,7942,68.07,7227,61.94,,,12/08/2021
217,Eastford,No,1790.0,1114,62.23,1041,58.16,,,12/08/2021
218,Easton,No,7521.0,5955,79.18,5354,71.19,,,12/08/2021
219,Ellington,No,16467.0,12088,73.41,11085,67.32,,,12/08/2021
220,Enfield,Yes,43659.0,28058,64.27,25695,58.85,,,12/08/2021
221,Essex,No,6668.0,5719,85.77,5199,77.97,,,12/08/2021
222,Fairfield,No,62045.0,48437,78.07,43421,69.98,,,12/08/2021
223,Farmington,No,25497.0,22479,88.16,20452,80.21,,,12/08/2021
224,Franklin,No,1920.0,1341,69.84,1245,64.84,,,12/08/2021
225,Glastonbury,No,34482.0,29713,86.17,27001,78.3,,,12/08/2021
226,Goshen,No,2863.0,2178,76.07,1991,69.54,,,12/08/2021
227,Granby,No,11507.0,8624,74.95,7824,67.99,,,12/08/2021
228,Greenwich,No,62840.0,50127,79.77,43253,68.83,,,12/08/2021
229,Griswold,Yes,11534.0,7073,61.32,6548,56.77,,,12/08/2021
230,Groton,Yes,38436.0,25311,65.85,22967,59.75,,,12/08/2021
231,Guilford,No,22133.0,19086,86.23,17208,77.75,,,12/08/2021
232,Haddam,No,8193.0,6567,80.15,6111,74.59,,,12/08/2021
233,Hamden,No,60556.0,43612,72.02,40086,66.2,,,12/08/2021
234,Hampton,No,1842.0,1195,64.88,1107,60.1,,,12/08/2021
235,Hartford,Yes,122105.0,71824,58.82,62974,51.57,,,12/08/2021
236,Hartland,No,2120.0,1325,62.5,1209,57.03,,,12/08/2021
237,Harwinton,No,5420.0,3947,72.82,3684,67.97,,,12/08/2021
238,Hebron,No,9504.0,7252,76.3,6653,70.0,,,12/08/2021
239,Kent,No,2777.0,2524,90.89,2222,80.01,,,12/08/2021
240,Killingly,Yes,17336.0,10375,59.85,9477,54.67,,,12/08/2021
241,Killingworth,No,6364.0,4983,78.3,4614,72.5,,,12/08/2021
242,Lebanon,No,7144.0,5119,71.65,4755,66.56,,,12/08/2021
243,Ledyard,No,14621.0,10894,74.51,9929,67.91,,,12/08/2021
244,Lisbon,No,4220.0,2907,68.89,2712,64.27,,,12/08/2021
245,Litchfield,No,8094.0,6340,78.33,5768,71.26,,,12/08/2021
246,Lyme,No,2316.0,2132,92.06,1931,83.38,,,12/08/2021
247,Madison,No,18030.0,15695,87.05,14042,77.88,,,12/08/2021
248,Manchester,Yes,57584.0,42170,73.23,38352,66.6,,,12/08/2021
249,Mansfield,No,25487.0,11125,43.65,10235,40.16,,,12/08/2021
250,Marlborough,No,6335.0,4912,77.54,4481,70.73,,,12/08/2021
251,Meriden,Yes,59395.0,42573,71.68,39051,65.75,,,12/08/2021
252,Middlebury,No,7798.0,6142,78.76,5647,72.42,,,12/08/2021
253,Middlefield,No,4374.0,3316,75.81,3083,70.48,,,12/08/2021
254,Middletown,Yes,46258.0,36047,77.93,33013,71.37,,,12/08/2021
255,Milford,Yes,54747.0,41160,75.18,37960,69.34,,,12/08/2021
256,Monroe,No,19434.0,15114,77.77,13863,71.33,,,12/08/2021
257,Montville,Yes,18508.0,12530,67.7,11467,61.96,,,12/08/2021
258,Morris,No,2254.0,1629,72.27,1478,65.57,,,12/08/2021
259,Naugatuck,No,31108.0,21352,68.64,19609,63.04,,,12/08/2021
260,New Britain,Yes,72495.0,43735,60.33,39795,54.89,,,12/08/2021
261,New Canaan,No,20233.0,18328,90.58,15765,77.92,,,12/08/2021
262,New Fairfield,No,13878.0,10226,73.68,8860,63.84,,,12/08/2021
263,New Hartford,No,6656.0,4923,73.96,4515,67.83,,,12/08/2021
264,New Haven,Yes,130250.0,87914,67.5,78193,60.03,,,12/08/2021
265,New London,Yes,26858.0,17886,66.59,16104,59.96,,,12/08/2021
266,New Milford,No,26805.0,21001,78.35,19113,71.3,,,12/08/2021
267,Newington,No,30014.0,23656,78.82,21933,73.08,,,12/08/2021
268,Newtown,No,27891.0,21906,78.54,19869,71.24,,,12/08/2021
269,Norfolk,No,1630.0,1179,72.33,1062,65.15,,,12/08/2021
270,North Branford,No,14146.0,11305,79.92,10461,73.95,,,12/08/2021
271,North Canaan,No,3251.0,2017,62.04,1820,55.98,,,12/08/2021
272,North Haven,No,23683.0,20713,87.46,19188,81.02,,,12/08/2021
273,North Stonington,No,5196.0,3367,64.8,3134,60.32,,,12/08/2021
274,Norwalk,Yes,88816.0,71128,80.08,63093,71.04,,,12/08/2021
275,Norwich,Yes,38768.0,26000,67.07,23550,60.75,,,12/08/2021
276,Old Lyme,No,7306.0,6304,86.29,5693,77.92,,,12/08/2021
277,Old Saybrook,No,10061.0,9205,91.49,8307,82.57,,,12/08/2021
278,Orange,Yes,13926.0,11631,83.52,10630,76.33,,,12/08/2021
279,Oxford,No,13255.0,9637,72.7,8897,67.12,,,12/08/2021
280,Plainfield,Yes,15125.0,9012,59.58,8265,54.64,,,12/08/2021
281,Plainville,No,17534.0,12517,71.39,11621,66.28,,,12/08/2021
282,Plymouth,No,11598.0,7295,62.9,6816,58.77,,,12/08/2021
283,Pomfret,No,4203.0,3038,72.28,2725,64.83,,,12/08/2021
284,Portland,No,9267.0,7426,80.13,6765,73.0,,,12/08/2021
285,Preston,No,4625.0,3248,70.23,3064,66.25,,,12/08/2021
286,Prospect,No,9702.0,7002,72.17,6539,67.4,,,12/08/2021
287,Putnam,No,9389.0,5755,61.3,5181,55.18,,,12/08/2021
288,Redding,No,9116.0,6991,76.69,6266,68.74,,,12/08/2021
289,Resident out of state,,,121419,,77438,,,,12/08/2021
290,Ridgefield,No,24959.0,20743,83.11,18206,72.94,,,12/08/2021
291,Rocky Hill,No,20115.0,16337,81.22,14931,74.23,,,12/08/2021
292,Roxbury,No,2152.0,1840,85.5,1626,75.56,,,12/08/2021
293,Salem,No,4083.0,3129,76.63,2860,70.05,,,12/08/2021
294,Salisbury,No,3600.0,3601,100.0,3224,89.56,,,12/08/2021
295,Scotland,No,1672.0,1006,60.17,944,56.46,,,12/08/2021
296,Seymour,No,16437.0,11735,71.39,10850,66.01,,,12/08/2021
297,Sharon,No,2689.0,1923,71.51,1718,63.89,,,12/08/2021
298,Shelton,No,41129.0,31044,75.48,28884,70.23,,,12/08/2021
299,Sherman,No,3630.0,2526,69.59,2226,61.32,,,12/08/2021
300,Simsbury,No,25395.0,21184,83.42,19000,74.82,,,12/08/2021
301,Somers,No,10784.0,7070,65.56,6449,59.8,,,12/08/2021
302,South Windsor,No,26162.0,21862,83.56,19944,76.23,,,12/08/2021
303,Southbury,No,19571.0,15643,79.93,14197,72.54,,,12/08/2021
304,Southington,No,43834.0,33791,77.09,31439,71.72,,,12/08/2021
305,Sprague,No,2859.0,1807,63.2,1651,57.75,,,12/08/2021
306,Stafford,No,11893.0,7120,59.87,6551,55.08,,,12/08/2021
307,Stamford,Yes,129638.0,107636,83.03,94031,72.53,,,12/08/2021
308,Sterling,No,3782.0,1965,51.96,1793,47.41,,,12/08/2021
309,Stonington,No,18559.0,14281,76.95,13064,70.39,,,12/08/2021
310,Stratford,No,51849.0,37813,72.93,34841,67.2,,,12/08/2021
311,Suffield,No,15814.0,11194,70.79,10168,64.3,,,12/08/2021
312,Thomaston,No,7535.0,5331,70.75,4978,66.07,,,12/08/2021
313,Thompson,No,9379.0,4833,51.53,4372,46.61,,,12/08/2021
314,Tolland,No,14618.0,11458,78.38,10712,73.28,,,12/08/2021
315,Torrington,Yes,34044.0,24546,72.1,22627,66.46,,,12/08/2021
316,Trumbull,No,35673.0,29780,83.48,27042,75.81,,,12/08/2021
317,Union,No,839.0,538,64.12,508,60.55,,,12/08/2021
318,Vernon,Yes,29359.0,22074,75.19,20317,69.2,,,12/08/2021
319,Voluntown,No,2510.0,1660,66.14,1538,61.27,,,12/08/2021
320,Wallingford,No,44326.0,34976,78.91,32293,72.85,,,12/08/2021
321,Warren,No,1395.0,1038,74.41,947,67.89,,,12/08/2021
322,Washington,No,3428.0,3006,87.69,2632,76.78,,,12/08/2021
323,Waterbury,Yes,107568.0,68444,63.63,60885,56.6,,,12/08/2021
324,Waterford,Yes,18746.0,15400,82.15,14143,75.45,,,12/08/2021
325,Watertown,No,21578.0,16207,75.11,14974,69.39,,,12/08/2021
326,West Hartford,Yes,62965.0,55623,88.34,50297,79.88,,,12/08/2021
327,West Haven,Yes,54620.0,38169,69.88,35171,64.39,,,12/08/2021
328,Westbrook,No,6869.0,5665,82.47,5075,73.88,,,12/08/2021
329,Weston,No,10252.0,8902,86.83,7767,75.76,,,12/08/2021
330,Westport,No,28491.0,24536,86.12,21570,75.71,,,12/08/2021
331,Wethersfield,No,26008.0,21845,83.99,20213,77.72,,,12/08/2021
332,Willington,No,5864.0,3809,64.96,3538,60.33,,,12/08/2021
333,Wilton,No,18343.0,15936,86.88,14031,76.49,,,12/08/2021
334,Winchester,Yes,10604.0,6882,64.9,6355,59.93,,,12/08/2021
335,Windham,Yes,24561.0,15010,61.11,13722,55.87,,,12/08/2021
336,Windsor,No,28733.0,22690,78.97,20761,72.25,,,12/08/2021
337,Windsor Locks,Yes,12854.0,9043,70.35,8255,64.22,,,12/08/2021
338,Wolcott,No,16587.0,11731,70.72,10939,65.95,,,12/08/2021
339,Woodbridge,No,8750.0,7684,87.82,7009,80.1,,,12/08/2021
340,Woodbury,No,9502.0,7229,76.08,6725,70.77,,,12/08/2021
341,Woodstock,No,7858.0,5376,68.41,4883,62.14,,,12/08/2021
342,Address pending validation,,,14380,,12494,,,,12/15/2021
343,Andover,No,3236.0,2356,72.81,2199,67.95,,,12/15/2021
344,Ansonia,Yes,18654.0,12270,65.78,11276,60.45,,,12/15/2021
345,Ashford,No,4255.0,2934,68.95,2727,64.09,,,12/15/2021
346,Avon,No,18276.0,16649,91.1,15170,83.01,,,12/15/2021
347,Barkhamsted,No,3606.0,2717,75.35,2525,70.02,,,12/15/2021
348,Beacon Falls,No,6222.0,4360,70.07,4047,65.04,,,12/15/2021
349,Berlin,No,20436.0,15410,75.41,14360,70.27,,,12/15/2021
350,Bethany,No,5548.0,4300,77.51,3962,71.41,,,12/15/2021
351,Bethel,No,19800.0,14730,74.39,13130,66.31,,,12/15/2021
352,Bethlehem,No,3402.0,2354,69.19,2171,63.82,,,12/15/2021
353,Bloomfield,No,21211.0,16945,79.89,15366,72.44,,,12/15/2021
354,Bolton,No,4884.0,3761,77.01,3448,70.6,,,12/15/2021
355,Bozrah,No,2726.0,1760,64.56,1655,60.71,,,12/15/2021
356,Branford,No,27900.0,22519,80.71,20653,74.03,,,12/15/2021
357,Bridgeport,Yes,144399.0,94413,65.38,83360,57.73,,,12/15/2021
358,Bridgewater,No,1635.0,1346,82.32,1223,74.8,,,12/15/2021
359,Bristol,Yes,59947.0,43427,72.44,40000,66.73,,,12/15/2021
360,Brookfield,No,16973.0,13525,79.69,12226,72.03,,,12/15/2021
361,Brooklyn,No,8272.0,5411,65.41,4932,59.62,,,12/15/2021
362,Burlington,No,9704.0,7460,76.88,6899,71.09,,,12/15/2021
363,Canaan,No,1053.0,1262,100.0,1131,100.0,,,12/15/2021
364,Canterbury,No,5079.0,3318,65.33,3085,60.74,,,12/15/2021
365,Canton,No,10254.0,8138,79.36,7513,73.27,,,12/15/2021
366,Chaplin,No,2239.0,1460,65.21,1355,60.52,,,12/15/2021
367,Cheshire,No,28937.0,23983,82.88,22210,76.75,,,12/15/2021
368,Chester,No,4213.0,3219,76.41,2985,70.85,,,12/15/2021
369,Clinton,No,12925.0,10850,83.95,9933,76.85,,,12/15/2021
370,Colchester,No,15809.0,12137,76.77,11218,70.96,,,12/15/2021
371,Colebrook,No,1400.0,1088,77.71,991,70.79,,,12/15/2021
372,Columbia,No,5379.0,3981,74.01,3702,68.82,,,12/15/2021
373,Cornwall,No,1362.0,1212,88.99,1071,78.63,,,12/15/2021
374,Coventry,No,12407.0,9201,74.16,8597,69.29,,,12/15/2021
375,Cromwell,No,13839.0,11800,85.27,10882,78.63,,,12/15/2021
376,Danbury,Yes,84694.0,65854,77.76,57149,67.48,,,12/15/2021
377,Darien,No,21728.0,19442,89.48,17081,78.61,,,12/15/2021
378,Deep River,No,4443.0,3658,82.33,3387,76.23,,,12/15/2021
379,Derby,Yes,12339.0,11787,95.53,9812,79.52,,,12/15/2021
380,Durham,No,7165.0,5655,78.93,5264,73.47,,,12/15/2021
381,East Granby,No,5140.0,4017,78.15,3717,72.32,,,12/15/2021
382,East Haddam,No,8997.0,6511,72.37,5853,65.06,,,12/15/2021
383,East Hampton,No,12800.0,9623,75.18,8873,69.32,,,12/15/2021
384,East Hartford,Yes,49872.0,37064,74.32,33355,66.88,,,12/15/2021
385,East Haven,Yes,28569.0,19525,68.34,17900,62.66,,,12/15/2021
386,East Lyme,No,18462.0,15625,84.63,14235,77.1,,,12/15/2021
387,East Windsor,No,11668.0,8019,68.73,7300,62.56,,,12/15/2021
388,Eastford,No,1790.0,1119,62.51,1047,58.49,,,12/15/2021
389,Easton,No,7521.0,6049,80.43,5463,72.64,,,12/15/2021
390,Ellington,No,16467.0,12247,74.37,11254,68.34,,,12/15/2021
391,Enfield,Yes,43659.0,28370,64.98,25956,59.45,,,12/15/2021
392,Essex,No,6668.0,5768,86.5,5260,78.88,,,12/15/2021
393,Fairfield,No,62045.0,49134,79.19,44055,71.0,,,12/15/2021
394,Farmington,No,25497.0,22719,89.1,20744,81.36,,,12/15/2021
395,Franklin,No,1920.0,1345,70.05,1246,64.9,,,12/15/2021
396,Glastonbury,No,34482.0,30051,87.15,27486,79.71,,,12/15/2021
397,Goshen,No,2863.0,2193,76.6,2013,70.31,,,12/15/2021
398,Granby,No,11507.0,8693,75.55,8044,69.91,,,12/15/2021
399,Greenwich,No,62840.0,50749,80.76,44079,70.14,,,12/15/2021
400,Griswold,Yes,11534.0,7139,61.9,6589,57.13,,,12/15/2021
401,Groton,Yes,38436.0,25602,66.61,23197,60.35,,,12/15/2021
402,Guilford,No,22133.0,19251,86.98,17362,78.44,,,12/15/2021
403,Haddam,No,8193.0,6584,80.36,6131,74.83,,,12/15/2021
404,Hamden,No,60556.0,43965,72.6,40453,66.8,,,12/15/2021
405,Hampton,No,1842.0,1204,65.36,1113,60.42,,,12/15/2021
406,Hartford,Yes,122105.0,72474,59.35,63512,52.01,,,12/15/2021
407,Hartland,No,2120.0,1329,62.69,1219,57.5,,,12/15/2021
408,Harwinton,No,5420.0,3977,73.38,3715,68.54,,,12/15/2021
409,Hebron,No,9504.0,7317,76.99,6700,70.5,,,12/15/2021
410,Kent,No,2777.0,2556,92.04,2244,80.81,,,12/15/2021
411,Killingly,Yes,17336.0,10464,60.36,9544,55.05,,,12/15/2021
412,Killingworth,No,6364.0,5027,78.99,4647,73.02,,,12/15/2021
413,Lebanon,No,7144.0,5157,72.19,4779,66.9,,,12/15/2021
414,Ledyard,No,14621.0,10983,75.12,10071,68.88,,,12/15/2021
415,Lisbon,No,4220.0,2926,69.34,2726,64.6,,,12/15/2021
416,Litchfield,No,8094.0,6368,78.68,5807,71.74,,,12/15/2021
417,Lyme,No,2316.0,2144,92.57,1945,83.98,,,12/15/2021
418,Madison,No,18030.0,15821,87.75,14126,78.35,,,12/15/2021
419,Manchester,Yes,57584.0,42599,73.98,38762,67.31,,,12/15/2021
420,Mansfield,No,25487.0,11270,44.22,10316,40.48,,,12/15/2021
421,Marlborough,No,6335.0,4949,78.12,4565,72.06,,,12/15/2021
422,Meriden,Yes,59395.0,43019,72.43,39309,66.18,,,12/15/2021
423,Middlebury,No,7798.0,6190,79.38,5672,72.74,,,12/15/2021
424,Middlefield,No,4374.0,3347,76.52,3118,71.28,,,12/15/2021
425,Middletown,Yes,46258.0,36288,78.45,33265,71.91,,,12/15/2021
426,Milford,Yes,54747.0,41639,76.06,38416,70.17,,,12/15/2021
427,Monroe,No,19434.0,15226,78.35,14020,72.14,,,12/15/2021
428,Montville,Yes,18508.0,12657,68.39,11534,62.32,,,12/15/2021
429,Morris,No,2254.0,1642,72.85,1481,65.71,,,12/15/2021
430,Naugatuck,No,31108.0,21533,69.22,19749,63.49,,,12/15/2021
431,New Britain,Yes,72495.0,44033,60.74,40106,55.32,,,12/15/2021
432,New Canaan,No,20233.0,18596,91.91,15982,78.99,,,12/15/2021
433,New Fairfield,No,13878.0,10376,74.77,8847,63.75,,,12/15/2021
434,New Hartford,No,6656.0,4965,74.59,4574,68.72,,,12/15/2021
435,New Haven,Yes,130250.0,89068,68.38,78865,60.55,,,12/15/2021
436,New London,Yes,26858.0,18003,67.03,16178,60.24,,,12/15/2021
437,New Milford,No,26805.0,21189,79.05,19207,71.65,,,12/15/2021
438,Newington,No,30014.0,23888,79.59,22140,73.77,,,12/15/2021
439,Newtown,No,27891.0,22125,79.33,20184,72.37,,,12/15/2021
440,Norfolk,No,1630.0,1193,73.19,1074,65.89,,,12/15/2021
441,North Branford,No,14146.0,11382,80.46,10520,74.37,,,12/15/2021
442,North Canaan,No,3251.0,2037,62.66,1845,56.75,,,12/15/2021
443,North Haven,No,23683.0,20864,88.1,19384,81.85,,,12/15/2021
444,North Stonington,No,5196.0,3388,65.2,3183,61.26,,,12/15/2021
445,Norwalk,Yes,88816.0,71856,80.9,63818,71.85,,,12/15/2021
446,Norwich,Yes,38768.0,26250,67.71,23732,61.22,,,12/15/2021
447,Old Lyme,No,7306.0,6376,87.27,5781,79.13,,,12/15/2021
448,Old Saybrook,No,10061.0,9255,91.99,8370,83.19,,,12/15/2021
449,Orange,Yes,13926.0,11737,84.28,10752,77.21,,,12/15/2021
450,Oxford,No,13255.0,9739,73.47,8987,67.8,,,12/15/2021
451,Plainfield,Yes,15125.0,9092,60.11,8333,55.09,,,12/15/2021
452,Plainville,No,17534.0,12607,71.9,11727,66.88,,,12/15/2021
453,Plymouth,No,11598.0,7367,63.52,6876,59.29,,,12/15/2021
454,Pomfret,No,4203.0,3044,72.42,2728,64.91,,,12/15/2021
455,Portland,No,9267.0,7477,80.68,6855,73.97,,,12/15/2021
456,Preston,No,4625.0,3276,70.83,3083,66.66,,,12/15/2021
457,Prospect,No,9702.0,7062,72.79,6588,67.9,,,12/15/2021
458,Putnam,No,9389.0,5795,61.72,5209,55.48,,,12/15/2021
459,Redding,No,9116.0,7133,78.25,6335,69.49,,,12/15/2021
460,Resident out of state,,,125753,,78437,,,,12/15/2021
461,Ridgefield,No,24959.0,20996,84.12,18598,74.51,,,12/15/2021
462,Rocky Hill,No,20115.0,16560,82.33,15170,75.42,,,12/15/2021
463,Roxbury,No,2152.0,1851,86.01,1636,76.02,,,12/15/2021
464,Salem,No,4083.0,3162,77.44,2883,70.61,,,12/15/2021
465,Salisbury,No,3600.0,3637,100.0,3259,90.53,,,12/15/2021
466,Scotland,No,1672.0,1010,60.41,954,57.06,,,12/15/2021
467,Seymour,No,16437.0,11856,72.13,10982,66.81,,,12/15/2021
